분류1,분류2,이름,태그목록,NSFW
연출,효과,매지컬 효과,magical*_effect,FALSE
연출,효과,광택 효과,effect*_glossy,FALSE
연출,효과,광선 효과,effect*_light_rays,FALSE
연출,효과,집중선 효과,effect*_speed_lines,FALSE
연출,효과,떨림 효과*,effect*_trembling,FALSE
연출,효과,블러 효과,effect*_blur,FALSE
연출,효과,모션 블러 효과,effect*_motion_blur,FALSE
연출,액션,역동적인 각도,dynamic_angle,FALSE
연출,액션,역동적인 포즈,dynamic_pose,FALSE
연출,효과,반짝이는 입자 효과,*_light_particle,FALSE
연출,효과,회색 입자가 반짝히는 효과,light*_gray_particle,FALSE
연출,효과,흰색 입자가 반짝히는 효과,light*_white_particle,FALSE
연출,효과,갈색 입자가 반짝히는 효과,light*_brown_particle,FALSE
연출,효과,빨강색 입자가 반짝히는 효과,light*_Red_particle,FALSE
연출,효과,분홍색 입자가 반짝히는 효과,light*_pink_particle,FALSE
연출,효과,주황색 입자가 반짝히는 효과,light*_orange_particle,FALSE
연출,효과,노란색 입자가 반짝히는 효과,light*_yellow_particle,FALSE
연출,효과,황금색 입자가 반짝히는 효과,light*_golden_particle,FALSE
연출,효과,연두색 입자가 반짝히는 효과,light*_light_green_particle,FALSE
연출,효과,초록색 입자가 반짝히는 효과,light*_green_particle,FALSE
연출,효과,하늘색 입자가 반짝히는 효과,light*_sky_blue_particle,FALSE
연출,효과,파란색 입자가 반짝히는 효과,light*_blue_particle,FALSE
연출,효과,보라색 입자가 반짝히는 효과,light*_Purple_particle,FALSE
연출,효과,검은색 입자가 반짝히는 효과,light*_black_particle,FALSE
연출,효과,무지개색 입자가 반짝히는 효과,light*_rainbow_particle,FALSE
연출,효과,캐릭터 주변을 휘몰아치는 효과,*_swirling_around_the_character,FALSE
연출,효과,불이 휘몰아치는 효과,fire*_swirling_around_the_character,FALSE
연출,효과,물이 휘몰아치는 효과,water*_swirling_around_the_character,FALSE
연출,효과,바람이 휘몰아치는 효과,wind*_swirling_around_the_character,FALSE
연출,효과,번개가 휘몰아치는 효과,lighting*_swirling_around_the_character,FALSE
연출,효과,파도가 휘몰아치는 효과,wave*_swirling_around_the_character,FALSE
배경,위치,앞쪽 배경,foreground,FALSE
배경,위치,뒤쪽 배경,background,FALSE
배경,컬러,회색,gray,FALSE
배경,컬러,흰색,white,FALSE
배경,컬러,갈색,brown,FALSE
배경,컬러,빨강색,Red,FALSE
배경,컬러,분홍색,pink,FALSE
배경,컬러,주황색,orange,FALSE
배경,컬러,노란색,yellow,FALSE
배경,컬러,황금색,golden,FALSE
배경,컬러,연두색,light_green,FALSE
배경,컬러,초록색,green,FALSE
배경,컬러,하늘색,sky_blue,FALSE
배경,컬러,파란색,blue,FALSE
배경,컬러,보라색,Purple,FALSE
배경,컬러,검은색,black,FALSE
배경,컬러,무지개색,rainbow,FALSE
배경,컬러,투 톤,two-tone,FALSE
배경,컬러,줄무늬,streaked,FALSE
배경,컬러,그라데이션,gradient,FALSE
배경,컬러,색깔 분열,split-color,FALSE
배경,컬러,여러 색깔,multicolored,FALSE
배경,컬러,내부 착색,colored_inner,FALSE
배경,무늬,격자 무늬,plaid,FALSE
배경,무늬,딸기 무늬,strawberry,FALSE
배경,무늬,무지개 무늬,rainbow,FALSE
배경,무늬,물방울 무늬,polka_dot,FALSE
배경,무늬,미국 국기 무늬,american_flag,FALSE
배경,무늬,아가일 무늬,argyle,FALSE
배경,무늬,위장 무늬,camouflage,FALSE
배경,무늬,인쇄한 무늬,print,FALSE
배경,무늬,줄무늬,striped,FALSE
배경,무늬,사선 줄무늬,diagonal-striped,FALSE
배경,무늬,세로 줄무늬,vertical-striped,FALSE
배경,무늬,체크 무늬,checkered,FALSE
장소,국가,아시아,Asia,FALSE
장소,국가,한국,Korea,FALSE
장소,국가,북한,North_Korea,FALSE
장소,국가,일본,Japan,FALSE
장소,국가,중국,China,FALSE
장소,국가,홍콩,Hong_Kong,FALSE
장소,국가,대만,Taiwan,FALSE
장소,국가,몽골,Mongolia,FALSE
장소,국가,태국,Thailand,FALSE
장소,국가,베트남,Vietnam,FALSE
장소,국가,캐나다,Canada,FALSE
장소,국가,멕시코,Mexico,FALSE
장소,국가,미국,America,FALSE
장소,국가,브라질,Brazil,FALSE
장소,국가,아르헨티나,Argentina,FALSE
장소,국가,우르과이,Uruguay,FALSE
장소,국가,칠레,Chile,FALSE
장소,국가,콜롬비아,Colombia,FALSE
장소,국가,파라과이,Paraguay,FALSE
장소,국가,러시아,Russia,FALSE
장소,국가,벨라루스,Belarus,FALSE
장소,국가,우크라이나,Ukraine,FALSE
장소,국가,네덜란드,Netherlands,FALSE
장소,국가,모나코,Monaco,FALSE
장소,국가,벨기에,Belgium,FALSE
장소,국가,아일랜드,Ireland,FALSE
장소,국가,영국,Briton,FALSE
장소,국가,프랑스,France,FALSE
장소,국가,그리스,Greece,FALSE
장소,국가,루마니아,Romania,FALSE
장소,국가,바티칸,Vatican,FALSE
장소,국가,불가리아,Bulgaria,FALSE
장소,국가,스페인,Spain,FALSE
장소,국가,이탈리아,Italy,FALSE
장소,국가,터키,Turkey,FALSE
장소,국가,포르투갈,Portugal,FALSE
장소,국가,노르웨이,Norway,FALSE
장소,국가,덴마크,Denmark,FALSE
장소,국가,스웨덴,Sweden,FALSE
장소,국가,핀란드,Finland,FALSE
장소,국가,아이슬란드,Iceland,FALSE
장소,가정,집,house,FALSE
장소,가정,아파트,apartment,FALSE
장소,가정,오두막,hut,FALSE
장소,가정,오두막집,shack,FALSE
장소,가정,나무 위의집,treehouse,FALSE
장소,가정,물 위의 집,stilt_house,FALSE
장소,가정,옷장,closet,FALSE
장소,가정,화장실,bathroom,FALSE
장소,가정,욕조,bathtub,FALSE
장소,가정,침실,bedroom,FALSE
장소,가정,탈의실,changing_room,FALSE
장소,가정,탈의실,dressing_room,FALSE
장소,가정,피팅룸,fitting_room,FALSE
장소,가정,주방,kitchen,FALSE
장소,가정,거실,living_room,FALSE
장소,가정,지저분한방,messy_room,FALSE
장소,가정,오타쿠방,otaku_room,FALSE
장소,가정,샤워실,shower,FALSE
장소,가정,칸막이화장실,toilet_stall,FALSE
장소,시설,감방,prison_cell,FALSE
장소,시설,감옥,prison,FALSE
장소,시설,지하 감옥,dungeon,FALSE
장소,시설,건물 난간,minaret,FALSE
장소,시설,교회,church,FALSE
장소,시설,군사 기지,military_base,FALSE
장소,시설,군사 벙커,bunker,FALSE
장소,시설,도서관,library,FALSE
장소,시설,도시,city,FALSE
장소,시설,공원,park,FALSE
장소,시설,마을,village,FALSE
장소,시설,빌딩,building,FALSE
장소,시설,시골,rural,FALSE
장소,시설,이동하는 도시,floating_city,FALSE
장소,시설,정원,garden,FALSE
장소,시설,묘지,graveyard,FALSE
장소,시설,법정,courtroom,FALSE
장소,시설,병실,infirmary,FALSE
장소,시설,병원,hospital,FALSE
장소,시설,사원,mosque,FALSE
장소,시설,성,castle,FALSE
장소,시설,러브 호텔,love hotel,FALSE
장소,시설,호텔,hotel,FALSE
장소,시설,호텔방,hotel_room,FALSE
장소,시설,신사,shrine,FALSE
장소,시설,유적,ruins,FALSE
장소,시설,전화 부스,phone_booth,FALSE
장소,시설,절,temple,FALSE
장소,시설,학교,school,FALSE
장소,시설,건물 옥상,rooftop,FALSE
장소,시설,교실,classroom,FALSE
장소,시설,동아리실,clubroom,FALSE
장소,시설,사무실,office,FALSE
장소,시설,직원실,staff_room,FALSE
장소,시설,1인 사무실,cubicle_1_cubicle,FALSE
장소,유흥,게임장,arcade,FALSE
장소,유흥,경기장,stadium,FALSE
장소,유흥,관람차,ferris_wheel,FALSE
장소,유흥,영화관,amphitheater,FALSE
장소,유흥,원형극장,theater,FALSE
장소,유흥,놀이공원,amusement_park,FALSE
장소,유흥,동물원,zoo,FALSE
장소,유흥,롤러코스터,roller_coaster,FALSE
장소,유흥,미술관,art_gallery,FALSE
장소,유흥,박물관,museum,FALSE
장소,유흥,쇼핑센터,mall,FALSE
장소,유흥,수족관,aquarium,FALSE
장소,유흥,술집,bar,FALSE
장소,유흥,영화관,movie_theater,FALSE
장소,유흥,온천,onsen,FALSE
장소,유흥,클럽,nightclub,FALSE
장소,유흥,투기장,arena,FALSE
장소,유흥,회전목마,carousel,FALSE
장소,유흥,무대,stage,FALSE
장소,유흥,이벤트 무대,convention,FALSE
장소,운동,라커룸,locker_room,FALSE
장소,운동,볼링장,bowling_alley,FALSE
장소,운동,수영장,pool,FALSE
장소,운동,스케이트장,skating_rink,FALSE
장소,운동,운동장,playground,FALSE
장소,운동,육상경기장,running_track,FALSE
장소,운동,축구장,soccer_field,FALSE
장소,운동,워터파크,waterpark,FALSE
장소,운동,체육관창고,gym_storeroom,FALSE
장소,운동,풀사이드,poolside,FALSE
장소,운동,헬스장,gym,FALSE
장소,가게,가게,shop,FALSE
장소,가게,구내식당,cafeteria,FALSE
장소,가게,꽃집,flower_shop,FALSE
장소,가게,레스토랑,restaurant,FALSE
장소,가게,무기상점,weapon_shop,FALSE
장소,가게,무기창고,armory,FALSE
장소,가게,빵집,bakery,FALSE
장소,가게,샬롱,salon,FALSE
장소,가게,서점,bookstore,FALSE
장소,가게,성인 도구가게,sex_shop,FALSE
장소,가게,슈퍼 마켓,supermarket,FALSE
장소,가게,시장,market,FALSE
장소,가게,시장,market_stall,FALSE
장소,가게,식당,dining_room,FALSE
장소,가게,야외,pharmacy,FALSE
장소,가게,옷장,closet,FALSE
장소,가게,창고,storage_room,FALSE
장소,가게,카페,cafe,FALSE
장소,가게,편의점,convenience_store,FALSE
장소,이동,거리,street,FALSE
장소,이동,골목,alley,FALSE
장소,이동,길,path,FALSE
장소,이동,다리,bridge,FALSE
장소,이동,보도,sidewalk,FALSE
장소,이동,횡단보도,crosswalk,FALSE
장소,이동,돌 산책로,stone_walkway,FALSE
장소,이동,나무 다리,wooden_bridge,FALSE
장소,이동,밧줄 다리,rope_bridge,FALSE
장소,이동,도로,road,FALSE
장소,이동,고속도로,highway,FALSE
장소,이동,차고,garage,FALSE
장소,이동,터널,tunnel,FALSE
장소,이동,주유소,gas_station,FALSE
장소,이동,주차장,parking_lot,FALSE
장소,이동,기차역,train_station,FALSE
장소,이동,철도 선로,railroad_tracks,FALSE
장소,이동,교차로,railroad_crossing,FALSE
장소,이동,항구,harbor,FALSE
장소,이동,운하,canal,FALSE
장소,이동,교각,pier,FALSE
장소,이동,선착장,jetty,FALSE
장소,이동,공항,airport,FALSE
장소,이동,비행장,airfield,FALSE
장소,이동,격납고,hangar,FALSE
장소,이동,활주로,runway,FALSE
장소,이동,컨트롤 타워,control_tower,FALSE
장소,현장,건설현장,construction_site,FALSE
장소,현장,공장,factory,FALSE
장소,현장,꽃밭,flower_field,FALSE
장소,현장,냉각탑,cooling_tower,FALSE
장소,현장,밀밭,wheat_field,FALSE
장소,현장,발전소,powerplant,FALSE
장소,현장,밭,field,FALSE
장소,현장,실험실,laboratory,FALSE
장소,현장,쌀밭,rice_paddy,FALSE
장소,현장,온실,conservatory,FALSE
장소,현장,온실,greenhouse,FALSE
장소,현장,외양간,barn,FALSE
장소,현장,원자력 발전소,nuclear_powerplant,FALSE
장소,현장,작업장,workshop,FALSE
장소,현장,(정원의) 정자,gazebo,FALSE
장소,현장,정련소,refinery,FALSE
장소,현장,창고,warehouse,FALSE
장소,자연,강,river,FALSE
장소,자연,개울,stream,FALSE
장소,자연,낭떠러지,cliff,FALSE
장소,자연,대나무숲,bamboo_forest,FALSE
장소,자연,대양,ocean,FALSE
장소,자연,동굴,cave,FALSE
장소,자연,목초지,meadow,FALSE
장소,자연,밀림,jungle,FALSE
장소,자연,빙하,glacier,FALSE
장소,자연,사막,desert,FALSE
장소,자연,사바나,savannah,FALSE
장소,자연,산,mountain,FALSE
장소,자연,섬,island,FALSE
장소,자연,섬이 떠다니다,floating_island,FALSE
장소,자연,언덕,hill,FALSE
장소,자연,연못,pond,FALSE
장소,자연,오아시스,oasis,FALSE
장소,자연,온천,geyser,FALSE
장소,자연,자연,nature,FALSE
장소,자연,폭포,waterfall,FALSE
장소,자연,해변,beach,FALSE
장소,자연,해변가,shore,FALSE
장소,자연,해저,ocean_bottom,FALSE
장소,자연,협곡,canyon,FALSE
장소,자연,호수,lake,FALSE
장소,자연,화산,volcano,FALSE
장소,자연,황무지,wasteland,FALSE
장소,건축물,거대 구조물,megastructure,FALSE
장소,건축물,경비탑,guard_tower,FALSE
장소,건축물,댐,dam,FALSE
장소,건축물,둑,dock,FALSE
장소,건축물,등대,lighthouse,FALSE
장소,건축물,마천루,skyscraper,FALSE
장소,건축물,분수,fountain,FALSE
장소,건축물,수로,aqueduct,FALSE
장소,건축물,시계탑,clock_tower,FALSE
장소,건축물,우주 엘리베이터,space_elevator,FALSE
장소,건축물,종탑,bell_tower,FALSE
장소,건축물,탑,pagoda,FALSE
장소,건축물,탑,tower,FALSE
