분류1,분류2,이름,태그목록,NSFW
동사,동사 ㅇ,누군가 옷을 짜내다,wringing,FALSE
동사,동사 ㅇ,누군가 운전하다,driving,FALSE
동사,동사 ㅇ,누군가 웃다,laughing,FALSE
동사,동사 ㅇ,누군가 음식(빵)을 만들다,baking,FALSE
동사,동사 ㅇ,누군가 음식(초콜렛)을 만들다,chocolatemaking,FALSE
동사,동사 ㅇ,누군가 음식을 데우다,roasting,FALSE
동사,동사 ㅇ,누군가 음식을 요리하다,cooking,FALSE
동사,동사 ㅇ,누군가 음식을 휘젓다,stirring,FALSE
동사,동사 ㅇ,누군가 일광욕하다,sunbathing,FALSE
동사,동사 ㅇ,누군가 일하고 있다,working,FALSE
동사,동사 ㅈ,누구를 조용히 시키다,shushing,FALSE
동사,동사 ㅈ,누구를 쫓다,chasing,FALSE
동사,동사 ㅈ,누군가 재채기하다,sneezing,FALSE
동사,동사 ㅈ,누군가 점프하다,jumping,FALSE
동사,동사 ㅈ,누군가 강하게 점프하다,pouncing,FALSE
동사,동사 ㅈ,누군가 약하게 점프하다,hopping,FALSE
동사,동사 ㅈ,누군가 주위를 둘러본다,searching,FALSE
동사,동사 ㅈ,누군가 지퍼를 위로 당기다,zipping,FALSE
동사,동사 ㅈ,누군가 지퍼를 풀고 있다,unzipping,FALSE
동사,동사 ㅈ,누군가 집중하다,concentrating,FALSE
동사,동사 ㅊ,누구를 채찍찔하다,whipping,FALSE
동사,동사 ㅊ,누군가 착륙 준비하다,launching,FALSE
동사,동사 ㅊ,누군가 책을 읽다,reading,FALSE
동사,동사 ㅊ,누군가 총을 쏘다,firing,FALSE
동사,동사 ㅊ,누군가 총을 쏘자 빛나다,muzzleflash,FALSE
동사,동사 ㅊ,누군가 총을 재장전하다,reloading,FALSE
동사,동사 ㅊ,누군가 춤추다,dancing,FALSE
동사,동사 ㅊ,누군가 춤추며 봉을 타다,poledancing,FALSE
동사,동사 ㅊ,누군가 침을 뱉다,spitting,FALSE
동사,동사 ㅋ,누군가 코를 파다,nosepicking,FALSE
동사,동사 ㅌ,누군가 턱을 쓰다듬다,strokingownchin,FALSE
동사,동사 ㅍ,누구를 팔꿈치로 때리다,elbowing,FALSE
동사,동사 ㅍ,누군가 팔을 흔들다 인사하다,waving,FALSE
동사,동사 ㅍ,누군가 펜을 회전하다,penspinning,FALSE
동사,동사 ㅎ,누군가 하강하다,reaching,FALSE
동사,동사 ㅎ,누군가 휘파람을 불다,whistling,FALSE
동사,동사 ㅎ,누군가 휴식하다,resting,FALSE
동사,동사 ㅎ,누군가 흙먼지를 쓸다,sweeping,FALSE
동사,동사 ㅎ,누군가를 쓰다듬다,peeing,FALSE
동사,동사 ㅎ,누군가에게 음식을 권하다,feeding,FALSE
동명사,동명사 ㄱ,무엇이 가라앉다,sinking,FALSE
동명사,동명사 ㄱ,무엇이 공중에 떠 있다,floating,FALSE
동명사,동명사 ㄱ,무엇이 공중을 날다,flying,FALSE
동명사,동명사 ㄱ,무엇을 가르치다,teaching,FALSE
동명사,동명사 ㄱ,무엇을 개봉하다,opening,FALSE
동명사,동명사 ㄱ,무엇을 건너뛰다,skipping,FALSE
동명사,동명사 ㄱ,무엇을 고치다,repairing,FALSE
동명사,동명사 ㄱ,무엇을 공부하다,studying,FALSE
동명사,동명사 ㄱ,무엇을 광택내다,polishing,FALSE
동명사,동명사 ㄱ,무엇을 구걸하다,begging,FALSE
동명사,동명사 ㄱ,무엇을 굴리며 이동하다,rolling,FALSE
동명사,동명사 ㄱ,무엇을 그리다,sketching,FALSE
동명사,동명사 ㄱ,무엇을 끌고 가다,dragging,FALSE
동명사,동명사 ㄴ,무엇을 녹이다,melting,FALSE
동명사,동명사 ㄴ,무엇을 눌러서 터뜨리다,crushing,FALSE
동명사,동명사 ㄷ,무엇이 떨어지는 걸 잡다,carrying,FALSE
동명사,동명사 ㄷ,무엇을 당기다,pulling,FALSE
동명사,동명사 ㄷ,무엇을 던지다,pitching,FALSE
동명사,동명사 ㄷ,무엇을 던지다,throwing,FALSE
동명사,동명사 ㄷ,무엇을 들다,holding,FALSE
동명사,동명사 ㄷ,무엇을 때리다,punching,FALSE
동명사,동명사 ㄷ,무엇을 때리다 빠르게,rapidpunches,FALSE
동명사,동명사 ㄷ,무엇을 떨어뜨리다,dropping,FALSE
동명사,동명사 ㅁ,무엇을 모아 담다,cupping,FALSE
동명사,동명사 ㅁ,무엇을 무기로 조준하다,pointing_weapon,FALSE
동명사,동명사 ㅂ,무엇이 부화하다,hatching,FALSE
동명사,동명사 ㅂ,무엇이 빛난다,glowing,FALSE
동명사,동명사 ㅂ,무엇을 벗기다,unsheathing,FALSE
동명사,동명사 ㅂ,무엇을 보호하다,protecting,FALSE
동명사,동명사 ㅂ,무엇을 빨다,sucking,FALSE
동명사,동명사 ㅅ,무엇을 사다,shopping,FALSE
동명사,동명사 ㅅ,무엇을 상상하다,imagining,FALSE
동명사,동명사 ㅅ,무엇을 상처 입힌다,scratching,FALSE
동명사,동명사 ㅅ,무엇을 생각하다,thinking,FALSE
동명사,동명사 ㅅ,무엇을 선물하다,giving,FALSE
동명사,동명사 ㅅ,무엇을 설거지하다,dishwashing,FALSE
동명사,동명사 ㅅ,무엇을 소환하다,summoning,FALSE
동명사,동명사 ㅅ,무엇을 숨기다,hiding,FALSE
동명사,동명사 ㅅ,무엇을 쓰다듬다,patting,FALSE
동명사,동명사 ㅇ,무엇이 요동친다,bouncing,FALSE
동명사,동명사 ㅇ,무엇이 요동친다,bouncingbreasts,FALSE
동명사,동명사 ㅇ,무엇이 회전하다,spinning,FALSE
동명사,동명사 ㅇ,무엇을 응시하다,staring,FALSE
동명사,동명사 ㅈ,무엇을 자르다,cutting,FALSE
동명사,동명사 ㅈ,무엇을 저글링하다,juggling,FALSE
동명사,동명사 ㅈ,무엇을 제모하다,shaving,FALSE
동명사,동명사 ㅈ,무엇을 조준하다,aiming,FALSE
동명사,동명사 ㅈ,무엇을 찌르다,poking,FALSE
동명사,동명사 ㅈ,무엇을 찢다,ripping,FALSE
동명사,동명사 ㅊ,무엇을 청소하다,cleaning,FALSE
동명사,동명사 ㅊ,무엇을 총구로 조준하다,at_gunpoint,FALSE
동명사,동명사 ㅊ,무엇을 치유하다,healing,FALSE
동명사,동명사 ㅌ,무엇을 타다,riding,FALSE
동명사,동명사 ㅌ,무엇을 테이프로 감다,tapping,FALSE
동명사,동명사 ㅍ,무엇을 파괴하다,breaking,FALSE
동명사,동명사 ㅎ,무엇을 한쪽으로 밀다,pushing,FALSE
동명사,동명사 ㅎ,무엇을 회피하다,dodging,FALSE
동명사,동명사 ㅎ,무엇을 휘둘러 베다,slashing,FALSE
동명사,동명사 ㅎ,무엇을 휘젓다,whisking,FALSE
동명사,동명사 ㅎ,무엇을 흔들다,shaking,FALSE
동명사,동명사 ㅎ,무엇을 흘리다,spilling,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
