분류1,분류2,이름,태그목록,NSFW
인종,피부색,흑인계 혼혈,a_mixed_race_of_black_people,FALSE
인종,피부색,흑인계 쿼터,black_quarter,FALSE
인종,국가,한국인,Korean,FALSE
인종,국가,북한인,North_Korean,FALSE
인종,국가,일본인,Japanese,FALSE
인종,국가,중국인,Chinese,FALSE
인종,국가,홍콩인,Hong_Kong_people,FALSE
인종,국가,대만인,Taiwanese,FALSE
인종,국가,몽골인,Mongolians,FALSE
인종,국가,태국인,Thai,FALSE
인종,국가,베트남인,Vietnamese_people,FALSE
인종,국가,캐나다인,Canadian,FALSE
인종,국가,멕시코인,Mexicans,FALSE
인종,국가,미국인,American,FALSE
인종,국가,브라질인,Brazilians,FALSE
인종,국가,아르헨티나인,Argentines,FALSE
인종,국가,우루과이인,Uruguayan_people,FALSE
인종,국가,칠레인,Chilean_people,FALSE
인종,국가,콜롬비아인,Colombian_people,FALSE
인종,국가,파라과이인,Paraguayan_people,FALSE
인종,국가,러시아인,Russian_people_of_Russia,FALSE
인종,국가,벨라루스인,Belarusian_people,FALSE
인종,국가,우크라이나인,Ukrainians,FALSE
인종,국가,네덜란드인,Dutch,FALSE
인종,국가,모나코인,People_of_Monaco,FALSE
인종,국가,벨기에인,Belgians,FALSE
인종,국가,아일랜드인,Irishman,FALSE
인종,국가,영국인,British,FALSE
인종,국가,프랑스인,French,FALSE
인종,국가,그리스인,Greeks,FALSE
인종,국가,루마니아인,Romanian_people,FALSE
인종,국가,바티칸인,Vatican_people,FALSE
인종,국가,불가리아인,Bulgarian,FALSE
인종,국가,스페인인,Spanish,FALSE
인종,국가,이탈리아인,Italians,FALSE
인종,국가,터키인,Turkish_people,FALSE
인종,국가,포르투갈인,Portuguese_people,FALSE
인종,국가,노르웨이인,Norwegian_people,FALSE
인종,국가,덴마크인,Danish_people,FALSE
인종,국가,스웨덴인,Swedes,FALSE
인종,국가,핀란드인,Finns,FALSE
인종,국가,아이슬란드인,Icelanders,FALSE
특징,데레,다루데레,Darudere,FALSE
특징,데레,메가데레,Megadere,FALSE
특징,데레,멘헤라,Menhera,FALSE
특징,데레,보코데레,Bokodere,FALSE
특징,데레,얀데레,Yandere,FALSE
특징,데레,츤데레,Tsundere,FALSE
특징,데레,쿨데레,kuudere,FALSE
특징,성향,질서 선,Lawful_Good,FALSE
특징,성향,질서 중립,Lawful_Neutral,FALSE
특징,성향,질서 악,Lawful_Evil,FALSE
특징,성향,중립 선,Neutral_Good,FALSE
특징,성향,중립,True_Neutral,FALSE
특징,성향,중립 악,Neutral_Evil,FALSE
특징,성향,혼돈 선,Chaotic_Good,FALSE
특징,성향,혼돈 중립,Chaotic_Neutral,FALSE
특징,성향,혼돈 악,Chaotic_Evil,FALSE
종족,판타지,고블린,Goblin,FALSE
종족,판타지,슬라임,Slime,FALSE
종족,판타지,엘프,Elf,FALSE
종족,판타지,다크 엘프,Dark_Elf,FALSE
종족,판타지,하이 엘프,High_Elf,FALSE
종족,판타지,오크,Orc,FALSE
종족,판타지,요괴,Monster,FALSE
종족,판타지,요정,Fairy,FALSE
종족,판타지,용,Dragon,FALSE
종족,판타지,유령,Ghost,FALSE
종족,판타지,정령,Spirit,FALSE
종족,판타지,천사,Angel,FALSE
종족,판타지,악마,devil,FALSE
종족,판타지,흡혈귀,Vampire,FALSE
종족,동물,강아지,dog,FALSE
종족,동물,고릴라,Gorilla,FALSE
종족,동물,고양이,cat,FALSE
종족,동물,곰,bear,FALSE
종족,동물,너구리,raccoon,FALSE
종족,동물,늑대,wolf,FALSE
종족,동물,다람쥐,squirrel,FALSE
종족,동물,돼지,pig,FALSE
종족,동물,말,horse,FALSE
종족,동물,박쥐,bat,FALSE
종족,동물,사슴,deer,FALSE
종족,동물,사자,lion,FALSE
종족,동물,소,cow,FALSE
종족,동물,양,sheep,FALSE
종족,동물,여우,fox,FALSE
종족,동물,염소,goat,FALSE
종족,동물,족제비,ferret,FALSE
종족,동물,쥐,mouse,FALSE
종족,동물,토끼,rabbit,FALSE
종족,동물,팬더,panda,FALSE
종족,동물,호랑이,tiger,FALSE
종족,수인,강아지 인간,dog_human,FALSE
종족,수인,고릴라 인간,Gorilla_human,FALSE
종족,수인,고양이 인간,cat_human,FALSE
종족,수인,곰 인간,bear_human,FALSE
종족,수인,너구리 인간,raccoon_human,FALSE
종족,수인,늑대 인간,Werewolf,FALSE
종족,수인,다람쥐 인간,squirrel_human,FALSE
종족,수인,돼지 인간,Pig_human,FALSE
종족,수인,말 인간,horse_human,FALSE
종족,수인,박쥐 인간,bat_human,FALSE
종족,수인,사슴 인간,deer_human,FALSE
종족,수인,사자 인간,lion_human,FALSE
종족,수인,소 인간,cow_human,FALSE
종족,수인,양 인간,sheep_human,FALSE
종족,수인,여우 인간,fox_human,FALSE
종족,수인,염소 인간,goat_human,FALSE
종족,수인,원숭이 인간,monkey_human,FALSE
종족,수인,족제비 인간,ferret_human,FALSE
종족,수인,쥐 인간,mouse_human,FALSE
종족,수인,토끼 인간,rabbit_human,FALSE
종족,수인,팬더 인간,panda_human,FALSE
종족,수인,호랑이 인간,tiger_human,FALSE
종족,퍼리,강아지 수인,dog_furry,FALSE
종족,퍼리,고릴라 수인,Gorilla_furry,FALSE
종족,퍼리,고양이 수인,cat_furry,FALSE
종족,퍼리,곰 수인,bear_furry,FALSE
종족,퍼리,너구리 수인,raccoon_furry,FALSE
종족,퍼리,늑대 수인,wolf_furry,FALSE
종족,퍼리,다람쥐 수인,squirrel_furry,FALSE
종족,퍼리,돼지 수인,pig_furry,FALSE
종족,퍼리,말 수인,horse_furry,FALSE
종족,퍼리,박쥐 수인,bat_furry,FALSE
종족,퍼리,사슴 수인,deer_furry,FALSE
종족,퍼리,사자 수인,lion_furry,FALSE
종족,퍼리,소 수인,cow_furry,FALSE
종족,퍼리,양 수인,sheep_furry,FALSE
종족,퍼리,여우 수인,fox_furry,FALSE
종족,퍼리,염소 수인,goat_furry,FALSE
종족,퍼리,원숭이 순인,monkey_furry,FALSE
종족,퍼리,족제비 수인,_ferret_furry,FALSE
종족,퍼리,쥐 수인,mouse_furry,FALSE
종족,퍼리,토끼 수인,rabbit_furry,FALSE
종족,퍼리,팬더 수인,panda_furry,FALSE
종족,퍼리,호랑이 수인,tiger_furry,FALSE
직업,일반,강도,burglar,FALSE
직업,일반,갸루,gyaru,FALSE
직업,일반,건설 노동자,construction_worker,FALSE
직업,일반,광부,miner,FALSE
직업,일반,꽃집 직원,florist,FALSE
직업,일반,나무꾼,lumberjack,FALSE
직업,일반,사서,librarian,FALSE
직업,일반,상인,croupier,FALSE
직업,일반,상인,merchant,FALSE
직업,일반,양치기,shepherd,FALSE
직업,일반,정비공,mechanic,FALSE
직업,일반,정치가,politician,FALSE
직업,일반,테러리스트,terrorist,FALSE
직업,일반,판사,judge,FALSE
직업,일반,학생,student,FALSE
직업,일반,해커,hacker,FALSE
직업,일반,회사원(남성),salaryman,FALSE
직업,일반,회사원(여성),office_lady,FALSE
직업,전문,경비원,guard,FALSE
직업,전문,경찰,police,FALSE
직업,전문,관리인,janitor,FALSE
직업,전문,군인,soldier,FALSE
직업,전문,군인(기수),standard-bearer,FALSE
직업,전문,군인(장교),officer,FALSE
직업,전문,근위대,lifeguard,FALSE
직업,전문,선원,sailor,FALSE
직업,전문,소방관,firefighter,FALSE
직업,전문,스파이,spy,FALSE
직업,전문,우주 비행사,astronaut,FALSE
직업,전문,요리사,chef,FALSE
직업,전문,지휘자,conductor,FALSE
직업,전문,친위대,bodyguard,FALSE
직업,서비스,바텐더,bartender,FALSE
직업,서비스,웨이터,waiter,FALSE
직업,서비스,웨이트리스,waitress,FALSE
직업,서비스,집사,butler,FALSE
직업,서비스,카운터 직원,cashier,FALSE
직업,메이드,메이드,maid,FALSE
직업,메이드,너스 메이드,Nurse_Maid,FALSE
직업,메이드,레이디스 메이드,Ladies_Maid,FALSE
직업,메이드,밀리터리 메이드,Military_Maid,FALSE
직업,메이드,빅토리아 메이드,Victoria_Maid,FALSE
직업,메이드,사이버 메이드,CyberMaid,FALSE
직업,메이드,스팀펑크 메이드,Steampunk_Maid,FALSE
직업,메이드,일본풍 메이드,Japanese-style_Maid,FALSE
직업,메이드,차이나 메이드,China-style_Maid,FALSE
직업,메이드,클래식 메이드,Classic_maid,FALSE
직업,메이드,키친 메이드,Kitchen_Maid,FALSE
직업,메이드,팔러 메이드,Faller_Maid,FALSE
직업,메이드,프렌치 메이드,French_Maid,FALSE
직업,메이드,하우스 메이드,House_Maid,FALSE
직업,메이드,하우스키퍼,Housekeeper,FALSE
직업,과학,과학자,scientist,FALSE
직업,과학,화학자,chemist,FALSE
직업,과학,엔지니어,engineer,FALSE
직업,예술,게이샤,geisha,FALSE
직업,예술,아이돌,idol,FALSE
직업,예술,남성 배우,actor,FALSE
직업,예술,여성 배우,actress,FALSE
직업,예술,음악가,musician,FALSE
직업,예술,화가,painter,FALSE
직업,예술,예술가,artist,FALSE
직업,운동,운동선수,athlete,FALSE
직업,운동,축구선수,Footballer,FALSE
직업,운동,농구선수,a_basketball_player.,FALSE
직업,운동,야구선수,Baseball_player,FALSE
직업,운동,배구선수,volleyball_player,FALSE
직업,운동,골프 선수,golfer,FALSE
직업,운동,테니스 선수,tennis_player,FALSE
직업,운동,자전거 선수,cyclist,FALSE
직업,교육,교사,teacher,FALSE
직업,교육,수학 교사,math_teacher,FALSE
직업,교육,과학 교사,science_teacher,FALSE
직업,교육,영어 교사,English_teacher,FALSE
직업,교육,보건 교사,health_teacher,FALSE
직업,교육,보건 교사,school_nurse,FALSE
직업,이동,운전사,driver,FALSE
직업,이동,조종사,pilot,FALSE
직업,이동,기차 안내원,train_attendant,FALSE
직업,이동,기차 운전사,train_conductor,FALSE
직업,이동,비행기 안내원,flight_attendant,FALSE
직업,이동,트럭 운전사,trucker,FALSE
직업,의료,의사,doctor,FALSE
직업,의료,간호사,nurse,FALSE
직업,의료,치과 의사,dentist,FALSE
직업,신분,노예,slave,FALSE
직업,신분,농장주,farmer,FALSE
직업,신분,여왕,queen,FALSE
직업,신분,왕,king,FALSE
직업,신분,죄인,prisoner,FALSE
직업,신분,지배자,dominatrix,FALSE
직업,판타지,기사,knight,FALSE
직업,판타지,닌자,ninja,FALSE
직업,판타지,마녀,witch,FALSE
직업,판타지,마법사,wizard,FALSE
직업,판타지,무녀,miko,FALSE
직업,판타지,사무라이,samurai,FALSE
직업,판타지,성직자,priest,FALSE
직업,판타지,수녀,nun,FALSE
직업,판타지,수도사,monk,FALSE
직업,판타지,연금술사,alchemist,FALSE
직업,판타지,전사,warrior,FALSE
직업,성인,암캐,Slut,FALSE
직업,성인,걸레,Skank,FALSE
직업,성인,창녀,bitch,FALSE
직업,성인,빗치,whore,FALSE
직업,성인,콜걸,call_girl,FALSE
직업,성인,스트립퍼,stripper,FALSE
직업,성인,매춘부,prostitution,FALSE
직업,성인,포르노 배우,Porno_Actor,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
,,,,FALSE
